Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
CESC,Power Generation,11671.65,88.05,8.77,8.15,1.38,-0.64,-0.25
VTL,Textiles,11535.94,1999.70,28.14,13.36,0.99,15.42,1.12
CUB,Private Banks,11534.14,156.00,19.46,6.54,1.05,-16.25,7.61
AMBER,Home Electronics & Appliances,11459.24,3401.00,140.47,-,0.47,43.94,22.91
STLTECH,Telecom Equipments,11437.61,287.75,41.52,25.02,1.54,-9.49,17.78
HINDCOPPER,Mining - Copper,11401.21,117.90,103.44,16.33,1.93,32.46,10.15
LXCHEM,Specialty Chemicals,11391.55,432.05,89.67,-,-,-,11.08
BRIGADE,Real Estate,11379.69,494.55,-245.68,37.34,1.48,31.27,-0.58
REDINGTON,Technology Hardware,11302.05,144.65,14.94,24.76,1.08,35.24,9.96
BCG,Advertising,11254.85,108.05,23.30,77.40,1.42,157.51,4.98
SJVN,Renewable Energy,11199.92,28.50,6.81,-0.89,0.46,-4.88,3.72
GODREJAGRO,Agro Products,11180.95,582.00,35.64,-,0.68,-3.74,10.04
AMARAJABAT,Batteries,11076.34,648.45,17.12,-7.09,0.85,-16.94,9.19
ITI,Telecom Equipments,11024.91,118.10,1162.96,32.33,1.18,-3.18,6.42
FINEORG,Specialty Chemicals,10947.31,3570.55,90.98,-,0.28,31.67,11.49
INDIGOPNTS,Paints,10944.20,2300.70,154.49,-,-,-,42.16
BIRLACORPN,Cement,10932.45,1419.70,17.35,16.06,1.27,21.25,14.73
PGINVIT,Power Transmission & Distribution,10931.82,120.13,28.86,-,-,-,-
ALOKINDS,Textiles,10898.70,21.95,-1.92,51.50,1.03,30.91,-7.33
POWERINDIA,Heavy Electrical Equipments,10769.61,2541.10,107.91,-,-,-,-
VGUARD,Electrical Components & Equipments,10761.64,249.75,53.59,15.04,0.85,2.42,7.96
GALAXYSURF,Specialty Chemicals,10615.86,2994.20,35.14,-,0.83,20.79,9.09
MAHINDCIE,Auto Parts,10581.21,279.15,99.45,9.28,1.48,-4.39,8.66
ERIS,Pharmaceuticals,10332.45,760.25,29.10,-,0.69,7.46,15.25
PVR,Theatres,10311.94,1694.95,-13.79,9.81,0.99,-6.98,-17.09
BALAMINES,Specialty Chemicals,10235.15,3158.90,42.97,60.85,2.08,55.44,15.32
ZENSARTECH,IT Services & Consulting,10146.48,449.00,33.82,17.59,1.50,20.51,4.84
KIMS,Hospitals & Diagnostic Centres,10065.49,1257.75,50.02,-,-,-,21.01
AKZOINDIA,Specialty Chemicals,10034.81,2203.50,48.34,8.79,0.22,4.19,-2.02
BLUESTARCO,Home Electronics & Appliances,10011.35,1039.45,99.76,17.48,1.35,5.57,2.25
RATNAMANI,Building Products - Pipes,9993.02,2138.55,36.21,29.35,0.87,21.71,6.18
INDIGRID,Power Transmission & Distribution,9885.12,141.18,29.62,-,0.17,17.64,36.76
LAXMIMACH,Industrial Machinery,9796.10,9169.80,219.59,19.29,0.84,7.43,-9.39
ASTERDM,Hospitals & Diagnostic Centres,9762.74,196.40,66.08,-,1.33,1.69,10.43
JUBLPHARMA,Pharmaceuticals,9722.35,610.80,11.63,-0.57,1.77,-10.59,2.09
SUNCLAYLTD,Auto Parts,9655.36,4772.30,29.83,11.40,0.86,3.72,10.13
ANGELONE,Investment Banking & Brokerage,9644.02,1165.75,32.49,-,-,-,22.96
CHEMPLASTS,Building Products - Pipes,9638.36,609.60,23.49,-,-,-,9.55
IBULHSGFIN,Home Financing,9623.47,216.05,8.01,-20.21,2.42,-50.05,1.69
DHANI,Investment Banking & Brokerage,9611.50,176.60,-42.71,54.36,2.02,-21.49,27.19
MGL,Gas Distribution,9519.21,963.70,15.36,5.17,0.85,-6.37,0.99
IDFC,Diversified Financials,9498.79,59.50,-28.27,0.86,1.50,5.08,-44.91
VAIBHAVGBL,Apparel & Accessories,9428.56,576.80,34.69,60.03,0.80,45.60,14.61
JUBLINGREA,Pharmaceuticals,9424.49,592.85,173.37,-,-,-,-
BANKBEES,Equity,9420.41,382.82,-,14.77,1.31,-9.93,-
GRAPHITE,Electrical Components & Equipments,9376.07,479.90,-292.27,45.03,1.85,-28.40,7.53
HFCL,Telecom Equipments,9372.03,72.85,39.21,42.73,1.48,42.88,8.62
KEI,Cables,9338.53,1036.40,34.17,54.84,1.55,27.09,12.26
PRINCEPIPE,Building Products - Pipes,9267.78,838.25,41.78,-,-,-,15.69
CGCL,Consumer Finance,9244.56,526.95,52.24,54.65,0.66,48.27,31.07
MCX,Stock Exchanges & Ratings,9223.85,1812.05,40.95,6.95,0.38,25.33,7.04
CREDITACC,Consumer Finance,9116.11,585.25,68.02,-,-,3.21,39.51
BIRET,Real Estate,8994.42,297.04,355.51,-,-,-,-
CENTURYTEX,Cement,8974.19,803.45,-294.82,1.40,1.26,9.50,-19.70
INTELLECT,Software Services,8968.19,673.20,34.13,38.51,1.98,28.28,12.65
FINCABLES,Cables,8960.72,585.90,19.42,8.51,1.36,-3.50,4.31
EIDPARRY,Sugar,8945.29,504.55,20.00,15.30,0.88,20.06,3.75
WESTLIFE,Restaurants & Cafes,8907.16,571.50,-89.59,-,-,28.35,3.61
EIHOTEL,"Hotels, Resorts & Cruise Lines",8861.41,141.70,-23.97,6.42,1.56,-22.63,-20.47
NLCINDIA,Metals - Diversified,8839.81,63.75,6.73,-3.69,0.88,-9.80,8.29
JSL,Iron & Steel,8837.38,175.25,21.08,37.51,1.37,47.38,11.61
ICICIB22,Equity,8788.76,45.92,-,-,1.01,-5.39,-
SONATSOFTW,IT Services & Consulting,8775.57,844.55,35.97,40.85,1.49,24.85,16.44
ALLCARGO,Logistics,8707.45,354.40,50.36,15.95,1.45,29.24,13.24
POLYMED,Health Care Equipment & Supplies,8692.89,906.45,63.97,37.41,0.43,45.18,13.96
SHYAMMETL,Iron & Steel,8688.05,340.60,10.30,-,-,-,48.82
CANFINHOME,Home Financing,8593.77,645.40,18.84,16.50,0.96,16.05,13.25
SAREGAMA,Movies & TV Serials,8331.33,4329.55,74.02,84.91,1.83,60.42,15.12
NETWORK18,Movies & TV Serials,8323.24,79.50,257.85,16.00,1.09,16.80,23.91
PGHL,Pharmaceuticals,8313.30,5008.20,47.02,40.81,0.87,17.95,0.19
SOBHA,Real Estate,8296.64,874.75,133.24,29.44,1.85,16.08,2.04
VIPIND,Apparel & Accessories,8284.88,585.85,-84.98,36.86,1.53,-8.12,-11.36
HUDCO,Specialized Finance,8257.84,41.25,5.23,-,1.58,-15.68,17.08
DBL,Construction & Engineering,8182.92,559.65,30.70,22.01,1.76,2.16,18.86
MRPL,Oil & Gas - Refining & Marketing,8158.35,46.55,-14.38,-11.44,1.49,-21.76,-4.55
ANURAS,Specialty Chemicals,8144.17,815.05,115.85,-,-,-,23.15
MASTEK,IT Services & Consulting,8074.85,2719.70,38.57,83.07,1.86,49.45,26.28
SETFNIF50,Equity,8073.07,182.05,-,17.15,0.98,1.34,-
KNRCON,Construction & Engineering,8072.84,287.05,19.82,31.16,1.21,29.14,19.75
EBBETF0423,Debt,8045.90,1153.71,-,-,-,-,-
VMART,Retail - Department Stores,8044.86,4075.40,-1297.56,55.34,0.99,12.09,6.20
HLEGLAS,Industrial Machinery,8013.32,5953.15,153.16,112.78,-,-,39.34
ORIENTELEC,Home Electronics & Appliances,7993.03,376.70,66.75,-,0.83,24.70,-
ECLERX,Outsourced services,7963.41,2402.80,28.18,11.02,1.16,23.06,3.42
ROSSARI,Specialty Chemicals,7940.29,1442.25,98.98,120.69,-,-,32.13
HEG,Electrical Components & Equipments,7907.64,2048.85,-440.78,67.43,1.85,-31.74,9.40
NBCC,Construction & Engineering,7875.00,43.75,35.50,-9.80,1.71,-17.90,3.43
IBREALEST,Real Estate,7829.68,173.40,1816.63,21.40,2.27,23.04,-11.70
DELTACORP,Theme Parks & Gaming,7792.51,292.05,-323.34,20.25,1.63,-0.59,3.25
PNCINFRA,Construction & Engineering,7785.96,303.50,15.65,21.61,1.71,8.48,15.69
IRB,Construction & Engineering,7781.10,221.40,66.42,2.92,1.65,10.16,0.87
TCIEXP,Logistics,7762.42,2016.75,77.16,-,1.42,29.80,-
ASTRAZEN,Pharmaceuticals,7746.88,3098.75,83.03,26.75,0.48,23.80,7.69
TATAINVEST,Asset Management,7740.32,1529.85,50.27,23.20,0.95,10.61,-5.37
PNBHOUSING,Home Financing,7718.35,457.85,8.30,-10.87,1.75,-24.96,23.09
GLS,Pharmaceuticals,7670.68,626.05,21.82,-,-,-,-
KOTAKBKETF,Equity,7636.86,382.95,-,14.79,1.35,-10.32,-
GRANULES,Pharmaceuticals,7572.86,305.35,13.78,24.23,0.71,35.82,19.10
JMFINANCIL,Investment Banking & Brokerage,7567.62,79.35,12.82,6.30,1.29,-16.61,13.88
BDL,Aerospace & Defense Equipments,7551.19,412.00,29.29,-,1.15,3.60,-14.76
BBTC,Tea & Coffee,7524.20,1078.40,20.36,17.21,1.38,-19.60,9.01
JSLHISAR,Iron & Steel,7516.88,318.60,10.83,27.64,1.76,33.08,5.92
RVNL,Specialized Finance,7516.50,36.05,8.15,26.57,-,22.66,27.19
KALYANKJIL,"Precious Metals, Jewellery & Watches",7503.94,72.85,-1189.21,-,-,-,1.24
JKLAKSHMI,Cement,7480.87,635.75,18.45,12.68,1.00,18.53,12.13
AVANTIFEED,Packaged Foods & Meats,7455.36,547.20,20.71,26.83,1.46,1.66,15.50
TV18BRDCST,TV Channels & Broadcasters,7406.04,43.20,16.26,2.84,1.11,-1.34,36.94
FACT,Fertilizers & Agro Chemicals,7386.33,114.15,20.98,39.97,0.80,32.14,12.85
EQUITASBNK,Private Banks,7288.64,63.60,18.97,-,-,-,49.77
SIS,Business Support Services,7280.44,495.60,19.93,-,0.63,3.47,20.05
BSE,Stock Exchanges & Ratings,7215.30,1603.40,49.80,-,1.44,24.19,-0.15
SYMPHONY,Home Electronics & Appliances,7172.69,1025.30,66.82,-2.91,0.90,-6.86,14.23
GARFIBRES,Textiles,7122.96,3454.70,44.97,42.51,0.96,33.31,5.17
FORBESCO,-,7055.99,5470.35,-90.85,21.69,1.34,23.35,-2.32
SUNTECK,Real Estate,7000.90,478.10,166.97,39.08,1.32,-1.61,19.45
CERA,Building Products - Ceramics,6995.60,5378.80,69.41,22.14,0.50,20.82,6.15
SPARC,Pharmaceuticals,6956.45,264.05,-46.03,-3.40,1.30,-4.52,9.49
BORORENEW,Housewares,6951.52,533.75,77.55,-,2.60,77.94,2.32
AEGISCHEM,Oil & Gas - Storage & Transportation,6937.51,197.65,31.05,5.80,0.93,-12.13,11.80
NAZARA,Theme Parks & Gaming,6935.79,2277.55,750.63,-,-,-,16.43
GMMPFAUDLR,Industrial Machinery,6894.34,4716.50,93.97,-,0.73,46.56,28.21
PSB,Public Banks,6889.54,17.00,-2.52,-19.47,1.47,-22.24,-3.11
OLECTRA,Electrical Components & Equipments,6880.42,838.25,851.54,94.71,2.08,40.88,25.34
RITES,Business Support Services,6849.81,285.05,15.84,-,0.49,3.79,7.03
TEAMLEASE,Employment Services,6836.60,4001.60,88.21,35.33,0.80,6.70,14.30
EDELWEISS,Diversified Financials,6825.23,76.45,25.72,-3.77,1.89,-22.97,15.54
RAIN,Metals - Coke,6824.44,202.90,12.23,34.09,1.32,4.04,1.18
HOMEFIRST,Home Financing,6765.99,773.05,67.57,-,-,-,51.10
BEML,Rail,6756.82,1622.50,98.07,14.57,1.82,11.82,3.69
RTNINDIA,Power Trading & Consultancy,6738.56,48.75,673856.43,73.51,0.96,117.42,-
ELGIEQUIP,Industrial Machinery,6737.53,212.85,65.74,19.75,1.39,13.68,6.67
EPL,Packaging,6587.17,208.55,27.55,12.48,0.67,26.27,7.52
SCI,Logistics,6551.46,140.65,9.41,18.94,1.25,33.59,-1.64
KAMAHOLD,-,6546.66,10145.75,10.80,34.38,0.87,20.22,11.33
PRSMJOHNSN,Cement,6465.66,128.45,37.76,8.42,1.76,-0.01,0.93
BALRAMCHIN,Sugar,6439.50,315.60,13.42,22.13,0.54,36.68,11.63
PRAJIND,Construction & Engineering,6401.93,348.55,78.99,36.15,1.30,31.59,5.01
SWSOLAR,Renewable Energy Equipment & Services,6399.17,399.05,-22.42,-,-,-18.77,-
EBBETF0430,Debt,6393.54,1183.11,-,-,-,-,-
CAPLIPOINT,Pharmaceuticals,6386.94,842.95,26.36,19.34,0.56,20.89,34.95
PRIVISCL,Specialty Chemicals,6376.69,1632.45,54.55,29.73,0.61,64.21,53.96
GNFC,Fertilizers & Agro Chemicals,6289.02,404.65,9.02,15.13,1.58,-2.30,2.24
THYROCARE,Hospitals & Diagnostic Centres,6281.96,1187.45,55.52,14.41,0.55,24.76,15.42
SUPRAJIT,Auto Parts,6275.38,448.65,43.97,19.03,1.23,16.97,11.58
INDIACEM,Cement,6232.03,201.10,30.14,11.49,0.43,30.14,-1.50
GODFRYPHLP,FMCG - Tobacco,6174.54,1187.55,16.40,4.72,0.74,5.61,2.36
SUZLON,Renewable Energy Equipment & Services,6142.23,6.90,58.96,-14.10,1.50,27.25,-17.46
HGS,Outsourced services,6119.43,2928.30,18.21,42.56,1.19,41.63,11.12
HIKAL,Pharmaceuticals,6106.47,495.25,45.87,28.68,1.42,34.12,13.22
KALPATPOWR,Power Infrastructure,6079.96,408.30,9.06,11.71,1.36,-8.24,13.04
NHIT,Roads,6070.44,101.99,-,-,-,-,-
MMTC,Commodities Trading,6037.50,40.25,-7.65,7.02,1.43,7.76,18.94
SUPPETRO,Specialty Chemicals,6017.32,640.00,12.60,27.45,0.72,36.20,9.13
JUSTDIAL,Online Services,5974.25,714.80,27.90,12.39,1.36,4.58,1.98
BURGERKING,Restaurants & Cafes,5973.50,155.55,-34.35,-,-,-,30.00
BARBEQUE,Restaurants & Cafes,5945.03,1529.75,-65.72,-,-,-,6.71
MAZDOCK,Shipbuilding,5836.91,289.40,11.36,-,-,-,-1.11
TRITURBINE,Heavy Electrical Equipments,5835.66,180.50,56.97,8.85,1.28,3.66,-0.30
VIJAYA,Hospitals & Diagnostic Centres,5822.25,571.00,69.09,-,-,-,-
MTARTECH,Industrial Machinery,5822.02,1892.75,126.40,-,-,-,24.66
KRBL,Packaged Foods & Meats,5716.44,242.85,10.23,-0.65,1.51,-2.39,3.23
RENUKA,Sugar,5704.35,26.80,-49.71,14.61,1.23,34.05,-9.75
TATVA,Specialty Chemicals,5693.87,2568.85,108.95,-,-,-,-
INFIBEAM,IT Services & Consulting,5666.35,42.75,78.34,-4.21,2.05,21.59,15.20
EASEMYTRIP,Tour & Travel Services,5583.27,513.90,91.50,-,-,-,-29.46
JYOTHYLAB,FMCG - Household Products,5576.06,151.85,27.96,-2.76,0.71,-16.96,3.70
JCHAC,Home Electronics & Appliances,5542.73,2038.45,167.45,10.36,0.68,-1.52,0.23
CHALET,"Hotels, Resorts & Cruise Lines",5485.41,267.55,-39.44,-,-,-6.14,-11.92
NIITLTD,Education Services,5476.32,409.75,38.29,41.05,0.88,49.38,0.55
RELIGARE,Investment Banking & Brokerage,5456.23,171.55,-10.73,-8.40,1.60,64.82,-14.98
MAHLOG,Logistics,5342.69,743.45,178.09,-,1.17,-0.10,9.58
CCL,Tea & Coffee,5331.76,400.80,29.25,10.08,0.59,8.98,5.95
POLYPLEX,Commodity Chemicals,5314.90,1693.05,10.38,38.32,1.50,28.57,9.44
HEIDELBERG,Cement,5314.08,234.50,16.87,17.16,1.02,5.11,5.30
TCI,Logistics,5174.30,669.50,35.17,31.21,0.94,22.58,9.77
TCNSBRANDS,Apparel & Accessories,5169.96,839.60,-91.70,-,1.40,4.26,7.03
RALLIS,Fertilizers & Agro Chemicals,5131.06,263.85,22.45,7.11,0.82,5.75,9.94
INOXLEISUR,Theatres,5113.72,418.50,-15.14,12.46,0.69,16.60,-33.83
IFBIND,Auto Parts,5111.45,1261.50,80.83,25.43,1.70,-0.13,13.56
VSTIND,FMCG - Tobacco,5091.43,3297.15,16.38,6.91,0.74,-3.99,5.00
ICIL,Textiles,5069.22,256.80,20.23,11.76,1.91,48.68,3.91
TEJASNET,Telecom Equipments,5055.80,443.70,134.68,-,1.87,23.99,-2.66
CSBBANK,Private Banks,4971.17,295.05,22.76,-,-,-,7.44
MAHSCOOTER,Two Wheelers,4968.63,4347.55,563.34,23.84,1.72,-0.22,-23.63
CRAFTSMAN,Industrial Machinery,4957.12,2346.20,50.92,-,-,-,11.99
CEATLTD,Tires & Rubber,4930.46,1218.90,11.41,0.22,0.58,-15.69,6.81
JSWHL,Asset Management,4923.78,4448.75,65.48,28.33,1.39,8.90,13.01
AARTIDRUGS,Pharmaceuticals,4921.23,531.45,17.55,28.84,0.96,44.08,13.66
GOLDBEES,Gold,4919.50,42.61,-,9.96,-0.02,14.53,-
GPPL,Ports,4904.50,101.45,22.10,-5.67,0.81,-1.34,1.46
KRISHANA,Fertilizers & Agro Chemicals,4902.93,165.45,250.28,-,0.44,59.76,16.17
WOCKPHARMA,Pharmaceuticals,4893.61,441.60,7.13,-9.58,1.94,-14.98,-3.28
CARTRADE,Online Services,4880.71,1049.05,53.52,-,-,-,40.84
SHILPAMED,Pharmaceuticals,4867.42,560.75,32.94,-0.10,1.05,12.28,6.50
TRIVENI,Sugar,4828.01,199.70,16.39,28.30,0.96,51.45,19.19
APOLLOTRI,-,4822.66,793.20,45.93,86.67,1.31,71.13,142.68
VARROC,Auto Parts,4808.95,314.75,-7.61,-,2.13,-33.21,7.52
FDC,Pharmaceuticals,4758.76,281.90,15.79,5.31,0.56,7.26,6.73
COCHINSHIP,Shipbuilding,4749.92,361.10,7.80,-,0.81,-6.86,7.59
MON100,Equity,4739.33,118.74,-,29.66,0.33,24.97,-
NCC,Construction & Engineering,4726.31,77.50,17.62,-0.37,2.21,-19.12,-3.48
MHRIL,"Hotels, Resorts & Cruise Lines",4722.61,236.50,-361.06,5.04,0.91,8.48,2.94
GESHIP,Oil & Gas - Storage & Transportation,4691.17,319.20,5.11,-1.82,1.02,1.38,-1.89
SPICEJET,Airlines,4654.74,77.40,-4.52,-,-,-37.33,2.10
GSFC,Fertilizers & Agro Chemicals,4610.39,115.70,10.24,7.02,1.61,-4.92,4.84
GUJALKALI,Commodity Chemicals,4591.47,625.20,27.70,12.61,1.44,-3.37,4.11
RPOWER,Power Generation,4590.17,13.50,20.08,-19.73,2.40,-2.75,-4.54
GREENPANEL,Wood Products,4502.26,367.15,65.41,-,-,110.37,-
DEEPAKFERT,Fertilizers & Agro Chemicals,4475.20,371.10,11.18,14.77,1.38,25.17,5.92
STAR,Pharmaceuticals,4468.49,497.70,16.65,-13.69,1.02,-3.20,3.51
SANSERA,Auto Parts,4427.95,850.70,41.01,-,-,-,13.23
JAMNAAUTO,Auto Parts,4409.00,110.65,60.42,24.30,1.48,1.16,-2.93
IRCON,Construction & Engineering,4382.80,46.60,11.21,-,-,3.20,13.70
NESCO,Real Estate,4379.79,621.60,25.40,10.22,0.70,0.96,3.72
SEQUENT,Pharmaceuticals,4375.94,177.25,45.85,8.29,0.33,26.48,17.14
LEMONTREE,"Hotels, Resorts & Cruise Lines",4360.03,55.15,-34.31,-,1.39,-11.90,-6.04
HGINFRA,Construction & Engineering,4345.61,666.80,18.36,-,1.47,33.05,28.63
PHILIPCARB,Commodity Chemicals,4341.76,230.05,13.84,38.70,1.36,-7.05,6.98
NIFTYBEES,Equity,4285.04,192.14,-,18.36,0.97,1.75,-
KSB,Industrial Machinery,4264.83,1225.25,45.48,15.62,1.17,5.12,8.02
JINDALPOLY,Packaging,4262.39,973.45,5.39,22.37,0.66,42.32,-10.19
BHARATRAS,Fertilizers & Agro Chemicals,4233.93,9965.15,25.83,42.79,1.22,11.30,19.29
ISGEC,Heavy Machinery,4226.11,574.75,17.05,63.69,-,-,3.61
KARURVYSYA,Private Banks,4220.42,52.80,11.74,-8.58,1.94,-29.76,1.20
JBMA,Auto Parts,4212.91,890.70,85.49,33.05,1.32,28.96,5.52
TATACOFFEE,Tea & Coffee,4209.80,225.40,31.50,14.78,1.33,16.44,7.82
PAISALO,Consumer Finance,4200.67,993.25,68.58,39.80,1.57,35.18,11.06
RCF,Fertilizers & Agro Chemicals,4187.33,75.90,11.16,12.35,1.60,-3.06,0.23
NEWGEN,Software Services,4160.62,594.75,32.90,-,1.26,13.64,14.48
ARVINDFASN,Textiles,4142.90,313.00,-7.15,-,-,-19.47,-
NOCIL,Commodity Chemicals,4126.98,247.95,46.68,31.01,1.48,0.06,5.50
EQUITAS,Consumer Finance,4125.41,120.70,8.72,-5.14,1.82,-9.15,27.93
MOIL,Mining - Manganese,4099.84,172.75,23.21,1.97,0.95,-8.19,7.61
GPIL,Iron & Steel,4083.88,289.75,6.40,82.92,1.79,44.83,15.50
RHIM,Cement,4044.49,336.65,29.60,23.96,1.56,1.07,24.39
WELCORP,Iron & Steel,4040.66,154.85,6.53,17.13,1.78,-9.01,-1.50
VRLLOG,Logistics,4025.81,455.70,89.34,11.23,1.31,1.98,0.51
ESABINDIA,Industrial Machinery,3998.03,2597.30,67.43,35.25,0.90,26.29,8.57
MASFIN,Diversified Financials,3989.51,729.85,27.64,-,1.38,1.32,15.20
INGERRAND,Industrial Machinery,3981.51,1261.25,55.02,12.92,0.40,25.34,-1.21
SUDARSCHEM,Diversified Chemicals,3968.11,573.20,28.12,12.36,0.69,9.42,5.62
HEMIPROP,Real Estate,3965.78,139.15,-532.32,-,-,-,43.88
HNDFDS,FMCG - Foods,3955.99,1866.20,115.00,-,-,65.70,125.43
STARCEMENT,Cement,3940.76,97.50,21.06,-,0.85,-7.52,0.37
MAHLIFE,Real Estate,3932.61,255.05,-54.81,15.48,1.15,12.70,-21.83
PDSMFL,Apparel & Accessories,3929.41,1508.60,46.60,54.93,0.54,49.99,7.73
ENGINERSIN,Construction & Engineering,3920.25,69.75,15.75,-13.23,0.97,-26.71,13.27
GAEL,Agro Products,3891.82,169.70,11.51,32.66,0.89,4.16,11.50
RAILTEL,Communication & Networking,3889.77,121.20,27.31,-,-,-,16.83
SHOPERSTOP,Retail - Department Stores,3860.90,352.75,-14.45,3.63,1.11,-18.74,-15.98
MINDACORP,Auto Parts,3844.29,163.75,72.81,11.36,1.23,-6.44,-0.58
J&KBANK,Private Banks,3834.16,41.10,8.95,-7.58,1.93,-1.05,3.74
VAKRANGEE,Outsourced services,3829.75,36.15,60.99,-22.81,1.75,14.88,-34.55
ADVENZYMES,Specialty Chemicals,3761.78,336.50,25.73,-2.09,0.64,16.99,11.60
BOROLTD,Housewares,3753.96,328.95,89.17,-,-,-,-
SOLARA,Pharmaceuticals,3746.68,1042.30,16.92,-,0.92,40.11,-
FINOPB,Private Banks,3742.98,449.80,182.76,-,-,-,-
VENKEYS,Packaged Foods & Meats,3722.51,2642.45,13.90,45.42,1.44,-6.47,7.86
INDOCO,Pharmaceuticals,3703.06,401.85,39.80,7.33,0.63,20.78,4.27
MANINFRA,Construction & Engineering,3682.81,99.20,115.05,32.45,1.52,37.17,11.84
GHCL,Commodity Chemicals,3674.82,385.40,11.27,10.55,1.41,10.79,2.87
UFLEX,Packaging,3674.12,508.80,4.36,14.92,1.23,8.90,6.84
JKPAPER,Paper Products,3665.87,216.40,15.28,21.91,1.15,-5.55,2.30
SOMANYCERA,Building Products - Ceramics,3659.68,863.55,63.43,9.54,1.57,26.77,-0.68
MIDHANI,Metals - Diversified,3639.08,194.25,21.87,-,0.79,4.83,2.25
HATHWAY,Cable & D2H,3611.01,20.40,14.29,-8.38,0.74,-11.68,11.25
RUPA,Apparel & Accessories,3605.25,453.35,20.57,11.24,1.61,3.30,5.32
DCAL,Labs & Life Sciences Services,3580.14,228.35,-21.68,-,1.86,6.92,207.19
LAOPALA,Housewares,3578.64,322.40,72.18,3.81,1.01,4.79,-2.64
ICRA,Stock Exchanges & Ratings,3566.40,3707.55,43.68,-1.24,0.43,1.11,-1.36
IPL,Fertilizers & Agro Chemicals,3553.37,308.55,26.42,-,-,-,-
TATASTLLP,Iron & Steel,3550.27,787.20,6.21,8.22,1.36,-6.65,51.19
GREAVESCOT,Industrial Machinery,3538.04,153.00,-188.39,4.14,1.42,-1.71,-2.23
AMIORG,Pharmaceuticals,3522.55,966.75,65.22,-,-,-,16.91
TASTYBITE,Packaged Foods & Meats,3513.56,13692.75,89.31,-,1.00,11.17,14.13
GLOBUSSPR,Alcoholic Beverages,3509.05,1218.45,24.92,73.12,1.18,68.48,11.61
DODLA,FMCG - Foods,3504.72,589.10,27.82,-,-,-,10.43
GDL,Logistics,3482.92,279.00,36.92,3.26,1.01,18.76,20.40
HMT,Industrial Machinery,3479.82,28.90,-31.71,-3.73,1.34,5.86,-5.27
PTC,Power Trading & Consultancy,3469.22,117.20,7.73,11.14,1.16,8.64,6.20
NILKAMAL,Plastic Products,3455.09,2315.35,30.59,12.51,1.27,0.02,1.72
DHANUKA,Fertilizers & Agro Chemicals,3449.12,740.50,16.38,0.98,1.15,8.43,11.05
MAHSEAMLES,Building Products - Pipes,3447.13,514.50,35.16,18.30,1.25,-8.12,17.36
GREENLAM,Building Products - Laminates,3431.95,1421.90,46.52,18.69,1.37,8.19,3.17
JKTYRE,Tires & Rubber,3390.60,137.70,10.62,2.32,1.13,1.03,5.82
HIL,Cement,3378.03,4495.70,13.01,49.15,1.62,12.66,22.83
PURVA,Real Estate,3372.27,142.20,-722.11,28.97,1.65,13.33,-8.36
JINDWORLD,Textiles,3371.75,168.15,76.27,55.51,1.32,28.45,11.22
UJJIVANSFB,Private Banks,3370.21,19.50,405.56,-,-,-,-
KENNAMET,Industrial Machinery,3344.65,1521.80,45.63,-,-,9.23,8.24
RAYMOND,Apparel & Accessories,3343.33,502.20,-11.26,-0.32,1.58,-29.21,-7.22
DISHTV,Cable & D2H,3341.88,18.15,-2.84,-27.29,1.70,-17.51,0.89
HAWKINCOOK,-,3328.76,6295.15,41.27,18.29,0.76,18.98,7.21
JINDALSAW,Building Products - Pipes,3319.48,104.50,10.41,14.61,1.47,-2.86,6.62
SURYAROSNI,Iron & Steel,3310.77,622.65,20.91,25.44,2.19,27.81,13.42
ORIENTCEM,Cement,3300.44,161.10,15.41,3.83,1.21,12.62,10.35
IRBINVIT,Roads,3294.92,56.76,18.22,-,1.15,-6.09,2.95
NIRLON,-,3270.38,362.90,25.67,14.05,0.38,14.43,1.88
STOVEKRAFT,Home Electronics & Appliances,3263.38,1001.30,40.06,-,-,-,11.45
ARVIND,Apparel & Accessories,3241.69,124.40,-196.23,-18.29,1.51,-9.98,-8.76
ITDC,Tour & Travel Services,3203.06,373.45,-80.97,-,1.95,-0.74,-16.90
SAGCEM,Cement,3196.00,272.00,17.18,16.86,1.24,12.08,12.73
INDOSTAR,Consumer Finance,3191.41,257.35,-14.91,-,0.43,-8.38,14.85
VALIANTORG,Commodity Chemicals,3167.32,1166.45,27.65,-,-,-,70.06
BESTAGRO,Diversified Chemicals,3162.86,1252.25,85.32,118.75,-,-,152.23
HCG,Hospitals & Diagnostic Centres,3157.32,251.60,-16.32,0.00,0.92,5.37,11.99
NEOGEN,Specialty Chemicals,3147.84,1349.00,100.47,-,-,60.91,27.38
PAUSHAKLTD,-,3136.73,10177.20,84.09,80.10,1.25,44.34,12.79
DALMIASUG,Sugar,3110.09,384.25,11.50,29.03,1.42,41.91,18.19
RESPONIND,Building Products - Granite,3109.53,116.50,77.14,11.27,0.88,7.27,-19.61
ROLEXRINGS,Industrial Machinery,3103.51,1139.60,35.69,-,-,-,0.64
GET&D,Heavy Electrical Equipments,3102.00,121.15,51.43,-18.37,1.63,-37.93,0.44
TINPLATE,Iron & Steel,3084.56,294.70,31.43,33.04,1.45,10.97,21.98
DCBBANK,Private Banks,3075.41,99.00,9.16,-2.15,1.36,-27.99,15.34
